slug,name,address,vehicle_type,day,time_start,time_end,rate
kallang-leisure-park,Kallang Leisure Park,5 Stadium Walk Singapore 397693,Car,Mon - Fri,06:00 PM,03:00 AM,$1.80 per entry
kallang-leisure-park,Kallang Leisure Park,5 Stadium Walk Singapore 397693,Car,Mon - Fri,03:00 AM,08:15 AM,No parking
kallang-leisure-park,Kallang Leisure Park,5 Stadium Walk Singapore 397693,Car,Sat - Sun & PH,08:30 AM,06:00 PM,hour grace period; $1.80 per entry
kallang-leisure-park,Kallang Leisure Park,5 Stadium Walk Singapore 397693,Car,Sat - Sun & PH,06:00 PM,03:00 AM,hour grace period; $1.80 per entry; $2.30 per entry
kallang-leisure-park,Kallang Leisure Park,5 Stadium Walk Singapore 397693,Car,Sat - Sun & PH,03:00 AM,08:15 AM,No parking
kaki-bukit-autohub,Kaki Bukit Autohub,2 Kaki Bukit Avenue 2 Singapore 417921,Car,Mon - Sat,07:00 AM,10:30 PM,$0.50 per 30 mins
kaki-bukit-autohub,Kaki Bukit Autohub,2 Kaki Bukit Avenue 2 Singapore 417921,Car,Mon - Sat,10:30 PM,07:00 AM,$0.50 per 30 mins; Capped at $4.00
kaki-bukit-autohub,Kaki Bukit Autohub,2 Kaki Bukit Avenue 2 Singapore 417921,Car,Mon - Sat,07:00 AM,10:30 PM,Free parking
kaki-bukit-autohub,Kaki Bukit Autohub,2 Kaki Bukit Avenue 2 Singapore 417921,Car,Mon - Sat,10:30 PM,07:00 AM,$0.50 per 30 mins; Capped at $4.00
the-brooks-ii,The Brooks II,"25 Springside Green, Singapore 786015",Car,Mon - Sun & PH,07:00 AM,07:00 AM,First hour $1.40; Subsequent 30 mins $0.70
the-brooks-i,The Brooks I,"60 Springside Walk, Singapore 786020",Car,Mon - Sun & PH,07:00 AM,07:00 AM,First hour $1.40; Subsequent 30 mins $0.70
the-grassroots-club,The Grassroots Club,"190 Ang Mo Kio Avenue 8, Singapore 568046",Car,Mon - Sun & PH,07:00 AM,11:00 PM,$0.60 per 30 mins
the-grassroots-club,The Grassroots Club,"190 Ang Mo Kio Avenue 8, Singapore 568046",Car,Mon - Sun & PH,11:00 PM,07:00 AM,$3.00 per entry
kallang-wave-mall,Kallang Wave Mall,1 Stadium Place Singapore 397628,Car,Mon - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; Per 30 mins $0.64
kampong-bugis-road,Kampong Bugis Road,Kampong Bugis Road,Car,Mon - Sun & PH,07:00 AM,05:00 PM,$0.02 per min
kampong-bugis-road,Kampong Bugis Road,Kampong Bugis Road,Car,Mon - Sun & PH,05:00 PM,07:00 AM,First min $0.02; Subsequent 0 mins free; Capped at $5.00
kapo-factory-building,Kapo Factory Building,80 Playfair Road Singapore 367998,Car,Mon - Sat,12:00 AM,12:00 AM,First hour $0.71; Subsequent hour $1.12
kapo-factory-building,Kapo Factory Building,80 Playfair Road Singapore 367998,Car,Sun & PH,12:00 AM,12:00 AM,$2.02 per entry
the-oval-seletar-aerospace-park,The Oval @ Seletar Aerospace Park,"3 Park Lane, Singapore 798387",Car,Mon - Sun & PH,07:00 AM,07:00 AM,15 mins grace period; Per 30 mins $0.60
thomson-plaza,Thomson Plaza,"301 Upper Thomson Road, Singapore 574408",Car,Mon - Fri,07:00 AM,12:00 AM,10 mins grace period; First hour $1.40; Subsequent 30 mins $0.70
thomson-plaza,Thomson Plaza,"301 Upper Thomson Road, Singapore 574408",Car,Mon - Fri,12:00 AM,07:00 AM,10 mins grace period; $5.00 per entry
thomson-plaza,Thomson Plaza,"301 Upper Thomson Road, Singapore 574408",Car,Sat - Sun & PH,07:00 AM,12:00 AM,10 mins grace period; First hour $1.50; Subsequent 30 mins $0.75
thomson-plaza,Thomson Plaza,"301 Upper Thomson Road, Singapore 574408",Car,Sat - Sun & PH,12:00 AM,07:00 AM,10 mins grace period; $5.00 per entry
victory-8,Victory 8,"8 Jalan Legundi, Singapore 759274",Car,Mon - Sun & PH,07:00 AM,07:00 AM,$1.85 per hour; Capped at $5.40
katong-point,Katong Point,451 Joo Chiat Road Singapore 427664,Car,Mon - Sun & PH,07:00 AM,11:00 PM,5 mins grace period; First hour $3.00; Subsequent 15 mins $0.75
katong-point,Katong Point,451 Joo Chiat Road Singapore 427664,Car,Mon - Sun & PH,11:00 PM,07:00 AM,5 mins grace period; Per 3 mins free
toa-payoh-stadium-sports-hall-clubfitt-gym,Toa Payoh Stadium / Sports Hall / ClubFITT Gym,"297 Lorong 6 Toa Payoh, Singapore 319389",Car,Mon - Sun & PH,07:00 AM,07:00 AM,$0.60 per 30 mins
katong-plaza,Katong Plaza,1 Brooke Road Singapore 429979,Car,Mon - Sun & PH,06:00 AM,06:00 PM,First hour $1.50; Subsequent 30 mins $0.80
katong-plaza,Katong Plaza,1 Brooke Road Singapore 429979,Car,Mon - Sun & PH,06:00 PM,06:00 AM,First hour $1.00; Subsequent 30 mins $0.50
katong-shopping-centre,Katong Shopping Centre,865 Mountbatten Road Singapore 437844,Car,Mon - Sat,07:00 AM,06:00 PM,5 mins grace period; Per hour $1.55
katong-shopping-centre,Katong Shopping Centre,865 Mountbatten Road Singapore 437844,Car,Mon - Sat,06:00 PM,07:00 AM,$2.67 per entry
katong-shopping-centre,Katong Shopping Centre,865 Mountbatten Road Singapore 437844,Car,Sun & PH,12:00 AM,12:00 AM,$2.67 per entry
waterway-point,Waterway Point,"83 Punggol Central, S(828761)",Car,Mon - Fri,06:00 AM,06:00 AM,10 mins grace period; First hour $1.50; Subsequent 30 mins $0.80
waterway-point,Waterway Point,"83 Punggol Central, S(828761)",Car,Sat - Sun & PH,06:00 AM,06:00 AM,10 mins grace period; First hour $1.60; Subsequent 30 mins $0.80
angullia-park,Angullia Park,Angullia Park Singapore 239974,Car,Mon - Sat,07:00 AM,11:00 AM,$1.30 per 30 mins
angullia-park,Angullia Park,Angullia Park Singapore 239974,Car,Mon - Sat,11:00 AM,05:00 PM,$1.50 per 30 mins
angullia-park,Angullia Park,Angullia Park Singapore 239974,Car,Mon - Sat,05:00 PM,10:30 PM,$0.80 per 30 mins
angullia-park,Angullia Park,Angullia Park Singapore 239974,Car,Mon - Sat,10:30 PM,07:00 AM,$0.70 per 30 mins; Capped at $5.60
angullia-park,Angullia Park,Angullia Park Singapore 239974,Car,Sun & PH,07:00 AM,11:00 AM,$0.70 per 30 mins
angullia-park,Angullia Park,Angullia Park Singapore 239974,Car,Sun & PH,11:00 AM,10:30 PM,$0.80 per 30 mins
angullia-park,Angullia Park,Angullia Park Singapore 239974,Car,Sun & PH,10:30 PM,07:00 AM,$0.70 per 30 mins; Capped at $5.60
albert-centre-market-and-food-centre,Albert Centre Market and Food Centre,270 Queen Street Singapore 180270,Car,Mon - Fri,07:00 AM,10:00 AM,$1.20 per 30 mins
albert-centre-market-and-food-centre,Albert Centre Market and Food Centre,270 Queen Street Singapore 180270,Car,Mon - Fri,10:00 AM,05:00 PM,$1.40 per 30 mins
albert-centre-market-and-food-centre,Albert Centre Market and Food Centre,270 Queen Street Singapore 180270,Car,Mon - Fri,05:00 PM,10:30 PM,$1.40 per 30 mins
albert-centre-market-and-food-centre,Albert Centre Market and Food Centre,270 Queen Street Singapore 180270,Car,Mon - Fri,10:30 PM,07:00 AM,$0.60 per 30 mins; Capped at $5.00
albert-centre-market-and-food-centre,Albert Centre Market and Food Centre,270 Queen Street Singapore 180270,Car,Sat,07:00 AM,10:00 AM,$1.20 per 30 mins
albert-centre-market-and-food-centre,Albert Centre Market and Food Centre,270 Queen Street Singapore 180270,Car,Sat,10:00 AM,10:30 PM,$1.40 per 30 mins
albert-centre-market-and-food-centre,Albert Centre Market and Food Centre,270 Queen Street Singapore 180270,Car,Sat,10:30 PM,07:00 AM,$0.60 per 30 mins; Capped at $5.00
albert-centre-market-and-food-centre,Albert Centre Market and Food Centre,270 Queen Street Singapore 180270,Car,Sun & PH,07:00 AM,10:00 AM,$0.60 per 30 mins
albert-centre-market-and-food-centre,Albert Centre Market and Food Centre,270 Queen Street Singapore 180270,Car,Sun & PH,10:00 AM,10:30 PM,$1.40 per 30 mins
albert-centre-market-and-food-centre,Albert Centre Market and Food Centre,270 Queen Street Singapore 180270,Car,Sun & PH,10:30 PM,07:00 AM,$0.60 per 30 mins; Capped at $5.00
bendemeer-market-and-food-centre,Bendemeer Market and Food Centre,"29 Bendemeer Road, S(330029)",Car,Mon - Fri,07:00 AM,02:00 PM,$0.80 per 30 mins
bendemeer-market-and-food-centre,Bendemeer Market and Food Centre,"29 Bendemeer Road, S(330029)",Car,Mon - Fri,02:00 PM,07:00 AM,$0.60 per 30 mins
bendemeer-market-and-food-centre,Bendemeer Market and Food Centre,"29 Bendemeer Road, S(330029)",Car,Sat,07:00 AM,02:00 PM,$0.80 per 30 mins
bendemeer-market-and-food-centre,Bendemeer Market and Food Centre,"29 Bendemeer Road, S(330029)",Car,Sat,02:00 PM,07:00 AM,$0.60 per 30 mins
bendemeer-market-and-food-centre,Bendemeer Market and Food Centre,"29 Bendemeer Road, S(330029)",Car,Sun & PH,07:00 AM,10:30 PM,Free parking
bendemeer-market-and-food-centre,Bendemeer Market and Food Centre,"29 Bendemeer Road, S(330029)",Car,Sun & PH,10:30 PM,07:00 AM,$0.60 per 30 mins
bendemeer-market-and-food-centre,Bendemeer Market and Food Centre,"29 Bendemeer Road, S(330029)",Car,Mon - Sun & PH,10:30 PM,07:00 AM,Capped at $5.00
beach-centre,Beach Centre,15 Beach Road Singapore 189677,Car,Mon - Sat,07:00 AM,06:00 PM,First 30 mins $2.16; Subsequent 30 mins $1.62
beach-centre,Beach Centre,15 Beach Road Singapore 189677,Car,Mon - Sat,06:00 PM,07:00 AM,$4.32 per entry
beach-centre,Beach Centre,15 Beach Road Singapore 189677,Car,Sun & PH,07:00 AM,07:00 AM,$4.32 per entry
bay-hotel-singapore,Bay Hotel Singapore,50 Telok Blangah Road Singapore 098828,Car,Mon - Sun & PH,07:00 AM,12:00 PM,$1.50 per 30 mins
bay-hotel-singapore,Bay Hotel Singapore,50 Telok Blangah Road Singapore 098828,Car,Mon - Sun & PH,12:00 PM,03:00 PM,$0.70 per 30 mins
bay-hotel-singapore,Bay Hotel Singapore,50 Telok Blangah Road Singapore 098828,Car,Mon - Sun & PH,03:00 PM,06:00 PM,$1.50 per 30 mins
bay-hotel-singapore,Bay Hotel Singapore,50 Telok Blangah Road Singapore 098828,Car,Mon - Sun & PH,06:00 PM,03:00 AM,$5.00 per entry
bay-hotel-singapore,Bay Hotel Singapore,50 Telok Blangah Road Singapore 098828,Car,Mon - Sun & PH,03:00 AM,07:00 AM,$1.50 per 30 mins
bay-hotel-singapore,Bay Hotel Singapore,50 Telok Blangah Road Singapore 098828,Car,Mon - Sun & PH,12:00 AM,12:00 AM,Capped at $26.00
berjaya-hotel,Berjaya Hotel,83 Duxton Road Singapore 089540,Car,Mon - Sat,08:30 AM,05:00 PM,$1.00 per 30 mins
berjaya-hotel,Berjaya Hotel,83 Duxton Road Singapore 089540,Car,Mon - Sat,05:00 PM,10:00 PM,$1.00 per hour
berjaya-hotel,Berjaya Hotel,83 Duxton Road Singapore 089540,Car,Mon - Sun & PH,10:00 PM,08:30 AM,Free parking
berjaya-hotel,Berjaya Hotel,83 Duxton Road Singapore 089540,Car,Sun & PH,08:30 AM,10:00 PM,$1.00 per hour
katong-v-village-hotel-katong,Katong V (Village Hotel Katong),25 Marine Parade Singapore 449536,Car,Mon - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; Per hour $1.08
katong-village,Katong Village,86 East Coast Road Singapore 28788,Car,Mon - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; Per hour $1.00
bestway-building,Bestway Building,12 Prince Edward Road Singapore 079212,Car,Mon - Fri,07:00 AM,06:00 PM,$2.00 per hour
bestway-building,Bestway Building,12 Prince Edward Road Singapore 079212,Car,Mon - Fri,06:00 PM,07:00 AM,$3.00 per entry
bestway-building,Bestway Building,12 Prince Edward Road Singapore 079212,Car,Sat - Sun & PH,07:00 AM,07:00 AM,$3.00 per entry
katong-square,Katong Square,86 East Coast Road Singapore 428788,Car,Mon - Fri,06:00 AM,10:00 AM,First hour $0.50; Subsequent 15 mins $0.20; Subsequent 15 mins $0.40
katong-square,Katong Square,86 East Coast Road Singapore 428788,Car,Mon - Fri,10:00 AM,06:00 PM,First hour $1.00; Subsequent 15 mins $0.30
katong-square,Katong Square,86 East Coast Road Singapore 428788,Car,Mon - Fri,06:00 PM,10:00 PM,First hour $2.00; Subsequent 15 mins $0.50
katong-square,Katong Square,86 East Coast Road Singapore 428788,Car,Mon - Fri,10:00 PM,06:00 AM,$2.50 per entry
katong-square,Katong Square,86 East Coast Road Singapore 428788,Car,Sat - Sun & PH,06:00 AM,10:00 AM,First hour $0.60; Subsequent 15 mins $0.50
katong-square,Katong Square,86 East Coast Road Singapore 428788,Car,Sat - Sun & PH,10:00 AM,09:00 PM,First hour $2.00; Subsequent 15 mins $0.50; Subsequent 15 mins $0.50
katong-square,Katong Square,86 East Coast Road Singapore 428788,Car,Sat - Sun & PH,09:00 PM,06:00 AM,$2.50 per entry; Per 15 mins $0.50
kb-industrial-building,KB Industrial Building,10 Kaki Bukit Road 1 Singapore 416175,Car,Mon - Sun & PH,12:00 AM,12:00 AM,$0.70 per 30 mins
bijou-condo,Bijou Condo,"2 Jalan Mat Jambol, S(119554)",Car,Mon - Sat,07:00 AM,06:00 PM,10 mins grace period; First hour $1.28; Subsequent 15 mins $0.32
bijou-condo,Bijou Condo,"2 Jalan Mat Jambol, S(119554)",Car,Mon - Sat,06:01 PM,06:59 AM,10 mins grace period; $2.14 per entry
bijou-condo,Bijou Condo,"2 Jalan Mat Jambol, S(119554)",Car,Sun & PH,06:01 AM,06:59 AM,10 mins grace period; $2.14 per entry
kembangan-plaza,Kembangan Plaza,18 Jalan Masjid Singapore 418944,Car,Mon - Sat,08:00 AM,05:00 PM,$1.20 per hour
kembangan-plaza,Kembangan Plaza,18 Jalan Masjid Singapore 418944,Car,Mon - Sat,05:00 PM,11:00 PM,$1.20 per hour
kembangan-plaza,Kembangan Plaza,18 Jalan Masjid Singapore 418944,Car,Mon - Sat,11:00 PM,08:00 AM,$3.00 per entry
kembangan-plaza,Kembangan Plaza,18 Jalan Masjid Singapore 418944,Car,Sun & PH,12:00 AM,12:00 AM,$3.20 per entry
kensington-square,Kensington Square,2 Jalan Lokam Singapore 537846,Car,Mon - Sat,07:30 AM,05:00 PM,$1.20 per hour
kensington-square,Kensington Square,2 Jalan Lokam Singapore 537846,Car,Mon - Sat,05:00 PM,07:30 AM,$2.50 per entry
kensington-square,Kensington Square,2 Jalan Lokam Singapore 537846,Car,Sun & PH,12:00 AM,12:30 AM,$2.50 per entry
laguna-national-golf-and-country-club,Laguna National Golf and Country Club,11 Laguna Golf Green Singapore 488047,Car,Mon - Sun & PH,12:00 AM,12:00 AM,Free parking
kopitiam-square,Kopitiam Square,10 Sengkang Square Kopitiam Square Singapore 544829,Car,Mon - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; Per hour $1.50
kovan-neighbourhood-centre,Kovan Neighbourhood Centre,209 Hougang Street 21 Singapore 530209,Car,Mon - Fri,07:00 AM,11:00 AM,$0.02 per min
kovan-neighbourhood-centre,Kovan Neighbourhood Centre,209 Hougang Street 21 Singapore 530209,Car,Mon - Fri,11:00 AM,02:00 PM,$0.03 per min
kovan-neighbourhood-centre,Kovan Neighbourhood Centre,209 Hougang Street 21 Singapore 530209,Car,Mon - Fri,02:00 PM,06:00 PM,$0.02 per min
kovan-neighbourhood-centre,Kovan Neighbourhood Centre,209 Hougang Street 21 Singapore 530209,Car,Mon - Fri,06:00 PM,09:00 PM,$0.03 per min
kovan-neighbourhood-centre,Kovan Neighbourhood Centre,209 Hougang Street 21 Singapore 530209,Car,Mon - Fri,09:00 PM,10:30 PM,$0.02 per min
kovan-neighbourhood-centre,Kovan Neighbourhood Centre,209 Hougang Street 21 Singapore 530209,Car,Mon - Fri,10:30 PM,07:00 AM,$0.02 per min; Capped at $5.00
kovan-neighbourhood-centre,Kovan Neighbourhood Centre,209 Hougang Street 21 Singapore 530209,Car,Sat - Sun & PH,07:00 AM,05:00 PM,$0.03 per min
kovan-neighbourhood-centre,Kovan Neighbourhood Centre,209 Hougang Street 21 Singapore 530209,Car,Sat - Sun & PH,05:00 PM,10:30 PM,$0.02 per min
kovan-neighbourhood-centre,Kovan Neighbourhood Centre,209 Hougang Street 21 Singapore 530209,Car,Sat - Sun & PH,10:30 PM,07:00 AM,$0.02 per min; Capped at $5.00
kinex,Kinex,11 Tanjong Katong Road Singapore 437157,Car,Mon - Sun & PH,02:00 AM,06:00 PM,First hour $1.80; Subsequent 15 mins $0.50
kinex,Kinex,11 Tanjong Katong Road Singapore 437157,Car,Mon - Sun & PH,06:00 PM,02:00 AM,$2.40 per entry
lion-city-hotel,Lion City Hotel,15 Tanjong Katong Road Singapore 436950,Car,Mon - Sun & PH,12:00 AM,12:00 AM,No parking
lam-seng-building,Lam Seng Building,Playfair Road,Car,Mon - Sat,07:00 AM,05:00 PM,$1.20 per 30 mins
lam-seng-building,Lam Seng Building,Playfair Road,Car,Mon - Sat,05:00 PM,07:00 AM,$2.00 per entry
lam-seng-building,Lam Seng Building,Playfair Road,Car,Sun & PH,12:00 AM,12:00 AM,Free parking
lhk-2-building,LHK 2 Building,76 Playfair Road Singapore 367996,Car,Mon - Sat,08:00 AM,05:00 PM,First hour $1.60; Subsequent 30 mins $0.80
lhk-2-building,LHK 2 Building,76 Playfair Road Singapore 367996,Car,Mon - Sat,05:00 PM,08:00 AM,$2.00 per entry
lhk-2-building,LHK 2 Building,76 Playfair Road Singapore 367996,Car,Sun & PH,12:00 AM,12:00 AM,$2.00 per entry; Per 30 mins $0.80
lifelong-learning-institute-lli,Lifelong Learning Institute (LLI),11 Eunos Road 8 Singapore 408601,Car,Mon - Fri,06:00 AM,06:00 PM,10 mins grace period; Per 30 mins $1.15
lifelong-learning-institute-lli,Lifelong Learning Institute (LLI),11 Eunos Road 8 Singapore 408601,Car,Mon - Fri,06:00 PM,12:00 AM,10 mins grace period; $2.00 per entry
lifelong-learning-institute-lli,Lifelong Learning Institute (LLI),11 Eunos Road 8 Singapore 408601,Car,Mon - Fri,12:00 AM,06:00 AM,10 mins grace period; $12.00 per entry
lifelong-learning-institute-lli,Lifelong Learning Institute (LLI),11 Eunos Road 8 Singapore 408601,Car,Sat,06:00 AM,01:00 PM,10 mins grace period; Per 30 mins $1.15
lifelong-learning-institute-lli,Lifelong Learning Institute (LLI),11 Eunos Road 8 Singapore 408601,Car,Sat,01:00 PM,12:00 AM,10 mins grace period; $3.00 per entry
lifelong-learning-institute-lli,Lifelong Learning Institute (LLI),11 Eunos Road 8 Singapore 408601,Car,Sat,12:00 AM,06:00 AM,10 mins grace period; $12.00 per entry
lifelong-learning-institute-lli,Lifelong Learning Institute (LLI),11 Eunos Road 8 Singapore 408601,Car,Sun & PH,06:00 AM,12:00 AM,10 mins grace period; $3.00 per entry
lifelong-learning-institute-lli,Lifelong Learning Institute (LLI),11 Eunos Road 8 Singapore 408601,Car,Sun & PH,12:00 AM,06:00 AM,10 mins grace period; $12.00 per entry
ltc-building-lion-industrial-building,LTC Building (Lion Industrial Building),12 Arumugam Road Singapore 409958,Car,Mon - Fri,07:00 AM,05:00 PM,$1.18 per hour
ltc-building-lion-industrial-building,LTC Building (Lion Industrial Building),12 Arumugam Road Singapore 409958,Car,Mon - Fri,05:00 PM,07:00 AM,$2.00 per entry
ltc-building-lion-industrial-building,LTC Building (Lion Industrial Building),12 Arumugam Road Singapore 409958,Car,Sat,07:00 AM,01:00 PM,$1.18 per hour
ltc-building-lion-industrial-building,LTC Building (Lion Industrial Building),12 Arumugam Road Singapore 409958,Car,Sat,01:00 PM,05:00 PM,$0.59 per hour
ltc-building-lion-industrial-building,LTC Building (Lion Industrial Building),12 Arumugam Road Singapore 409958,Car,Sat,05:00 PM,07:00 AM,$2.00 per entry
ltc-building-lion-industrial-building,LTC Building (Lion Industrial Building),12 Arumugam Road Singapore 409958,Car,Sun,07:00 AM,05:00 PM,$0.59 per hour
ltc-building-lion-industrial-building,LTC Building (Lion Industrial Building),12 Arumugam Road Singapore 409958,Car,Sun,05:00 PM,07:00 AM,$2.00 per entry
luxton-building,Luxton Building,10 Sims Drive,Car,Mon - Fri,07:00 AM,05:00 PM,First hour $2.10; Subsequent 30 mins $1.05
luxton-building,Luxton Building,10 Sims Drive,Car,Mon - Fri,05:00 PM,07:00 AM,$2.00 per entry
luxton-building,Luxton Building,10 Sims Drive,Car,Sat - Sun & PH,12:00 AM,12:00 AM,First hour $2.10; $2.00 per entry
loyang-point,Loyang Point,258 Pasir Ris Street 21 Singapore 510258,Car,Mon - Sat,07:00 AM,05:00 PM,$0.50 per 30 mins
loyang-point,Loyang Point,258 Pasir Ris Street 21 Singapore 510258,Car,Mon - Sat,05:00 PM,12:00 AM,$1.50 per entry
loyang-point,Loyang Point,258 Pasir Ris Street 21 Singapore 510258,Car,Mon - Sat,12:00 AM,07:00 AM,$2.00 per entry
loyang-point,Loyang Point,258 Pasir Ris Street 21 Singapore 510258,Car,Sun & PH,12:00 AM,12:00 AM,$1.50 per entry
mapex,Mapex,37 Jalan Pemimpin Singapore 577177,Car,Mon - Sun & PH,07:00 AM,07:00 PM,$1.29 per hour
mapex,Mapex,37 Jalan Pemimpin Singapore 577177,Car,Mon - Sun & PH,07:00 PM,07:00 AM,$2.68 per entry; Per 0 mins free
millage,Millage,55 Changi Road Singapore 419709,Car,Mon - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; Per hour $1.20
mapletree,Mapletree,1 Kallang Sector Singapore 349276,Car,Mon - Fri,07:00 AM,06:00 PM,First 30 mins $2.50; Subsequent 30 mins $2.50; $3.50 per entry
mapletree,Mapletree,1 Kallang Sector Singapore 349276,Car,Mon - Fri,06:00 PM,12:00 AM,$3.50 per entry
mapletree,Mapletree,1 Kallang Sector Singapore 349276,Car,Mon - Fri,12:00 AM,07:00 AM,No parking
mapletree,Mapletree,1 Kallang Sector Singapore 349276,Car,Sat,07:00 AM,01:00 PM,$3.50 per entry
mapletree,Mapletree,1 Kallang Sector Singapore 349276,Car,Sat,01:00 PM,12:00 AM,$3.50 per entry; $3.50 per entry; Per 0 mins free
mapletree,Mapletree,1 Kallang Sector Singapore 349276,Car,Sat,12:00 AM,07:00 AM,No parking
mapletree,Mapletree,1 Kallang Sector Singapore 349276,Car,Sun,07:00 AM,12:00 AM,$3.50 per entry; $3.50 per entry; Per 0 mins free
mapletree,Mapletree,1 Kallang Sector Singapore 349276,Car,Sun,12:00 AM,07:00 AM,No parking
marine-parade-central-market-and-food-centre,Marine Parade Central Market and Food Centre,84 Marine Parade Central Singapore 440084,Car,Mon - Sun & PH,08:00 AM,08:00 PM,$0.03 per min
marine-parade-central-market-and-food-centre,Marine Parade Central Market and Food Centre,84 Marine Parade Central Singapore 440084,Car,Mon - Sun & PH,08:00 PM,10:30 PM,$0.02 per min
marine-parade-central-market-and-food-centre,Marine Parade Central Market and Food Centre,84 Marine Parade Central Singapore 440084,Car,Mon - Sun & PH,10:30 PM,07:00 AM,$0.02 per min; Capped at $5.00
marine-parade-central-market-and-food-centre,Marine Parade Central Market and Food Centre,84 Marine Parade Central Singapore 440084,Car,Mon - Sun & PH,07:00 AM,08:00 AM,$0.02 per min
